# Program:featureCounts v2.0.6; Command:"./bin/featureCounts" "-a" "PlasmoDB-65_Pfalciparum3D7.gff" "-o" "test3" "-p" "-B" "-C" "/depot/heqixin/data/Pf_282samples_bam_BQSR/Sample5027250_recal_realn.bam" 
Geneid	Chr	Start	End	Strand	Length	/depot/heqixin/data/Pf_282samples_bam_BQSR/Sample5027250_recal_realn.bam
PF3D7_1011100	Pf3D7_10_v3;Pf3D7_10_v3	432120;432854	432739;436309	-;-	4076	17024
PF3D7_1011200	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	436924;437190;437407;437625	437086;437246;437481;437944	+;+;+;+	615	777
PF3D7_1011300	Pf3D7_10_v3	438247	440791	+	2545	2856
PF3D7_1011400	Pf3D7_10_v3	440646	442154	-	1509	4832
PF3D7_1011500	Pf3D7_10_v3	442910	444911	-	2002	4073
PF3D7_1011600	Pf3D7_10_v3	445004	447552	-	2549	10698
PF3D7_1011700	Pf3D7_10_v3	448601	451031	+	2431	4338
PF3D7_1011800	Pf3D7_10_v3	452765	459985	+	7221	17910
PF3D7_1011900	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	460036;460589;460821;461100;461374;461713	460460;460728;460902;461261;461500;462335	-;-;-;-;-;-	1559	4307
PF3D7_1012000	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	462633;464832;465113;465326;465588;465741;465886;466127;466424	464656;464973;465173;465436;465649;465778;465969;466227;467542	+;+;+;+;+;+;+;+;+	3742	9081
PF3D7_1012100	Pf3D7_10_v3;Pf3D7_10_v3	467551;469485	469182;470056	-;-	2204	8220
PF3D7_1012200	Pf3D7_10_v3;Pf3D7_10_v3	470483;471700	471548;472274	+;+	1641	3021
PF3D7_1012300	Pf3D7_10_v3;Pf3D7_10_v3	472319;473179	472916;474109	-;-	1529	4128
PF3D7_1012400	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	474731;476246;476547;476793	475911;476339;476566;477029	-;-;-;-	1532	9394
PF3D7_1012500	Pf3D7_10_v3	477806	481170	-	3365	18177
PF3D7_1012600	Pf3D7_10_v3	481939	484906	-	2968	9046
PF3D7_1012700	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	485372;491405;491735	491272;491606;491888	+;+;+	6257	19298
PF3D7_1012800	Pf3D7_10_v3	492014	496309	+	4296	28502
PF3D7_1012900	Pf3D7_10_v3;Pf3D7_10_v3	495293;497444	497343;499172	-;-	3780	7974
PF3D7_1013000	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	499604;500455;500653;500900	500288;500521;500747;502530	+;+;+;+	2478	6911
PF3D7_1013100	Pf3D7_10_v3;Pf3D7_10_v3	502323;504158	504061;508664	-;-	6246	17983
PF3D7_1013200	Pf3D7_10_v3	509224	515598	+	6375	21128
PF3D7_1013300	Pf3D7_10_v3	515235	518137	-	2903	6494
PF3D7_1013400	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	518542;518673;518876;519474;519804;520046;520237;520624;520868;521072;521325	518570;518786;519356;519699;519868;520129;520419;520731;520942;521172;522542	-;-;-;-;-;-;-;-;-;-;-	2684	12524
PF3D7_1013500	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	526794;530911;531181;531358	530765;530989;531242;531607	+;+;+;+	4363	14088
PF3D7_1013600	Pf3D7_10_v3	532203	540273	+	8071	22296
PF3D7_1013700	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	540590;541108;541583	540854;541338;541993	+;+;+	907	2720
PF3D7_1013800	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	542175;542856;543069;544154;544777	542427;542943;544050;544472;545149	+;+;+;+;+	2015	5687
PF3D7_1013900	Pf3D7_10_v3	545670	549791	-	4122	18490
PF3D7_1014000	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	550352;551040;551224;551369;551573;551828;552221	550894;551106;551259;551433;551749;552110;553031	-;-;-;-;-;-;-	1982	4641
PF3D7_1014100	Pf3D7_10_v3	554233	560227	+	5995	19789
PF3D7_1014200	Pf3D7_10_v3;Pf3D7_10_v3	560538;560924	560777;563353	+;+	2670	18965
PF3D7_1014300	Pf3D7_10_v3;Pf3D7_10_v3	564313;572786	572669;573464	+;+	9036	35501
PF3D7_1014400	Pf3D7_10_v3	573536	576191	+	2656	8407
PF3D7_1014500	Pf3D7_10_v3	576227	580845	+	4619	13698
PF3D7_1014600	Pf3D7_10_v3	580588	591074	-	10487	114553
PF3D7_1014700	Pf3D7_10_v3	594862	596440	+	1579	8349
PF3D7_1014800	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	596497;596700;596888;597316;597477;597974;599048;599554;599819;600171;600361	596544;596757;597146;597391;597870;598889;599424;599604;600037;600224;600413	-;-;-;-;-;-;-;-;-;-;-	2505	14015
PF3D7_1014900	Pf3D7_10_v3	600950	608809	-	7860	55633
PF3D7_1015000	Pf3D7_10_v3	610620	612631	+	2012	7427
PF3D7_1015100	Pf3D7_10_v3	612249	614317	-	2069	7580
PF3D7_1015200	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	614363;614872;614872;616680;616680;616680;617523;617523	616536;616536;616536;616796;616834;616831;617736;618032	-;-;-;-;-;-;-;-	2839	14519
PF3D7_1015300	Pf3D7_10_v3	617544	620659	+	3116	11797
PF3D7_1015400	Pf3D7_10_v3	620802	623974	+	3173	8093
PF3D7_1015500	Pf3D7_10_v3	623873	626190	-	2318	10066
PF3D7_1015600	Pf3D7_10_v3;Pf3D7_10_v3	626211;628899	628644;629040	-;-	2576	22736
PF3D7_1015700	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	629909;630201;630310;630461;630636;630636;630845;630845;630998;630998;631180;631180;631554;631554;631995;631995	630064;630333;630333;630528;630708;630708;630918;630918;631052;631052;631400;631400;631714;631714;632061;632135	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1082	3739
PF3D7_1015800	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	632488;633487;633644;633891;634049;634412;635194	632901;633533;633768;633923;634185;635069;635500	+;+;+;+;+;+;+	1721	5187
PF3D7_1015900	Pf3D7_10_v3;Pf3D7_10_v3	636671;637714	637180;639498	+;+	2295	15469
PF3D7_1016000	Pf3D7_10_v3	640507	643699	+	3193	5900
PF3D7_1016100	Pf3D7_10_v3	643558	644331	-	774	1647
PF3D7_1016200	Pf3D7_10_v3	645557	647959	+	2403	5123
PF3D7_1016300	Pf3D7_10_v3;Pf3D7_10_v3	648012;653379	653183;654565	-;-	6359	160021
PF3D7_1016400	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	656455;656997;658830	656789;658547;659983	-;-;-	3040	11736
PF3D7_1016500	Pf3D7_10_v3;Pf3D7_10_v3	660965;663998	663841;664407	-;-	3287	20483
PF3D7_1016600	Pf3D7_10_v3;Pf3D7_10_v3	665222;666514	666407;667054	-;-	1727	2287
PF3D7_1016700	Pf3D7_10_v3;Pf3D7_10_v3	668764;671650	671490;673661	-;-	4739	14683
PF3D7_1016800	Pf3D7_10_v3;Pf3D7_10_v3	674416;676268	676087;678495	-;-	3900	5260
PF3D7_1016900	Pf3D7_10_v3	680750	683255	-	2506	4582
PF3D7_1017000	Pf3D7_10_v3	684798	689366	+	4569	22291
PF3D7_1017100	Pf3D7_10_v3	689308	692024	-	2717	7516
PF3D7_1017200	Pf3D7_10_v3;Pf3D7_10_v3	692426;694153	693952;694218	+;+	1593	8663
PF3D7_1017300	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	694276;694840;696676	696527;696591;696787	-;-;-	2428	13506
PF3D7_1017400	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	697137;698221;698433;698668;698914;699188;699369;699761	698071;698301;698496;698811;699005;699264;699480;700274	-;-;-;-;-;-;-;-	2019	4170
PF3D7_1017500	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	701258;702071;702294	701892;702199;703707	+;+;+	2178	2525
PF3D7_1017600	Pf3D7_10_v3	704574	708773	+	4200	13501
PF3D7_1017700	Pf3D7_10_v3	708922	711037	+	2116	1870
PF3D7_1017800	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	710430;711151;711388	711039;711266;714997	-;-;-	4336	14682
PF3D7_1017900	Pf3D7_10_v3;Pf3D7_10_v3	715264;716157	716000;718031	+;+	2612	6293
PF3D7_1018000	Pf3D7_10_v3	718371	720178	+	1808	6663
PF3D7_1018100	Pf3D7_10_v3	720551	721399	+	849	3201
PF3D7_1018200	Pf3D7_10_v3;Pf3D7_10_v3	721351;721919	721821;728431	-;-	6984	67017
PF3D7_1018300	Pf3D7_10_v3	729698	733223	-	3526	24183
PF3D7_1018400	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	734360;734886;735073;735286	734779;734934;735112;735786	+;+;+;+	1010	1220
PF3D7_1018500	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	735567;736140;736396;736652;736798	736010;736217;736508;736690;737313	-;-;-;-;-	1190	1042
PF3D7_1018600	Pf3D7_10_v3	737590	745840	-	8251	32365
PF3D7_1018700	Pf3D7_10_v3	744974	749556	+	4583	8655
PF3D7_1018800	Pf3D7_10_v3;Pf3D7_10_v3	749573;752474	752149;753145	+;+	3249	5784
PF3D7_1018900	Pf3D7_10_v3	752748	755185	-	2438	6868
PF3D7_1019000	Pf3D7_10_v3;Pf3D7_10_v3	756646;764970	764823;765280	+;+	8489	46796
PF3D7_1019100	Pf3D7_10_v3	765846	772310	-	6465	34225
PF3D7_1019200	Pf3D7_10_v3	773531	774490	+	960	4265
PF3D7_1019300	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	774610;780164;780361;780719	779997;780256;780503;783466	-;-;-;-	8372	44021
PF3D7_1019400	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	785374;786489;786806	786082;786626;787414	+;+;+	1456	1749
PF3D7_1019500	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	787427;787745;788115;788115;788465;788465;788818;788818;789125;789125;789326;789330;789612;789612;789887;789887;790142;790142;790361;790361;790589;790589;790855;790855;791082;791082;791505;791505;791792;791792;792210;792210;792446;792446;792901;792901;793254;793254;793489;793489;793894;793894;794110;794110;794380;794380;794641;794641;795155;795155	787906;787906;788250;788250;788627;788627;789016;789016;789262;789258;789493;789493;789742;789742;790002;790002;790222;790222;790436;790436;790707;790707;790919;790919;791288;791288;791625;791625;792020;792020;792335;792335;792765;792765;793108;793108;793358;793358;793807;793807;793975;793975;794271;794271;794483;794483;794767;794767;795220;795435	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4263	22421
PF3D7_1019600	Pf3D7_10_v3	795758	800122	+	4365	14734
PF3D7_1019700	Pf3D7_10_v3	800211	803696	-	3486	67781
PF3D7_1019800	Pf3D7_10_v3	804328	807582	-	3255	12189
PF3D7_1019900	Pf3D7_10_v3	808483	810465	-	1983	3805
PF3D7_1020000	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	810485;811397;811679;811850;811994;812325;812495;812905;813156;813394	811224;811496;811756;811890;812147;812399;812572;813020;813272;813996	-;-;-;-;-;-;-;-;-;-	2102	4348
PF3D7_1020100	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	813999;814608;814955	814468;814793;815283	-;-;-	985	5478
PF3D7_1020200	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	816038;818137;818804	817787;818717;818991	-;-;-	2519	13388
PF3D7_1020300	Pf3D7_10_v3	819637	822447	+	2811	16316
PF3D7_1020400	Pf3D7_10_v3;Pf3D7_10_v3	822220;824489	824302;824901	-;-	2496	11734
PF3D7_1020500	Pf3D7_10_v3	825330	826971	+	1642	6776
PF3D7_1020600	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	827488;827660;828016	827553;827782;834798	+;+;+	6972	24266
PF3D7_1020700	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	834833;838932;839597	838801;839127;840001	+;+;+	4570	21171
PF3D7_1020800	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	840010;840664;840835;841340;841501;841648;841866;842051;842196;842340;843092	840454;840730;841224;841419;841547;841743;841946;842093;842275;842823;843472	+;+;+;+;+;+;+;+;+;+;+	2194	9742
PF3D7_1020900	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	844628;845294;845593;845811;846045	845173;845444;845680;845881;847550	-;-;-;-;-	2362	3913
PF3D7_1021000	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	848471;849042;849797;850169	848953;849539;850029;850485	-;-;-;-	1531	7322
PF3D7_1021100	Pf3D7_10_v3	850616	856824	-	6209	18526
PF3D7_1021200	Pf3D7_10_v3	857492	859989	-	2498	13216
PF3D7_1021300	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	860822;861525;862624	861399;862457;863146	-;-;-	2034	4013
PF3D7_1021400	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	863425;864126;864685;865012;866104;866295;866499	863999;864509;864794;865890;866171;866376;867311	+;+;+;+;+;+;+	2911	12721
PF3D7_1021500	Pf3D7_10_v3	867337	870148	-	2812	10207
PF3D7_1021600	Pf3D7_10_v3	870416	873015	+	2600	5665
PF3D7_1021700	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	872294;873597;874202;887427;894669	873466;874032;887026;894510;895304	-;-;-;-;-	22154	123785
PF3D7_1021800	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	895818;897152;897438;897636	896901;897273;897530;903665	-;-;-;-	7329	113881
PF3D7_1021900	Pf3D7_10_v3	904858	914036	-	9179	80412
PF3D7_1022000	Pf3D7_10_v3;Pf3D7_10_v3	918062;921473	921311;925141	+;+	6919	14809
PF3D7_1022100	Pf3D7_10_v3;Pf3D7_10_v3	925036;925990	925818;926519	-;-	1313	4375
PF3D7_1022200	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	926542;927042;927915	926896;927759;929405	-;-;-	2564	7446
PF3D7_1022300	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	931776;932954;933634;933913;934084;934253	932841;933385;933752;934000;934148;934833	+;+;+;+;+;+	2351	5815
PF3D7_1022400	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	939330;941391;941912;942133	941282;941477;941994;942546	-;-;-;-	2537	14670
PF3D7_1022500	Pf3D7_10_v3	943794	946858	-	3065	18595
PF3D7_1022600	Pf3D7_10_v3	948397	952528	+	4132	11625
PF3D7_1022700	Pf3D7_10_v3	951189	953537	-	2349	875
PF3D7_1022800	Pf3D7_10_v3	955084	958629	+	3546	14037
PF3D7_1022900	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	958464;959242;959531;959810	959034;959345;959600;960482	-;-;-;-	1418	2460
PF3D7_1023000	Pf3D7_10_v3	960653	962723	-	2071	5028
PF3D7_1023100	Pf3D7_10_v3	963497	980560	-	17064	137803
PF3D7_1023200	Pf3D7_10_v3	981920	983627	+	1708	4819
PF3D7_1023300	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	983518;984469;984965;985325	984253;984546;985094;985785	-;-;-;-	1405	839
PF3D7_1023400	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	984452;985536;986027;986201;986503;986760;986956	985425;985575;986066;986420;986604;986836;987300	+;+;+;+;+;+;+	1798	2240
PF3D7_1023500	Pf3D7_10_v3	986993	987310	-	318	4
PF3D7_1023600	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	987358;987663;988129;989033;989617;989834;989973;990125	987414;987826;988837;989435;989725;989870;990008;990148	-;-;-;-;-;-;-;-	1539	5923
PF3D7_1023700	Pf3D7_10_v3	991147	993420	+	2274	12087
PF3D7_1023800	Pf3D7_10_v3;Pf3D7_10_v3	994299;994730	994536;997092	+;+	2601	9693
PF3D7_1023900	Pf3D7_10_v3;Pf3D7_10_v3	996807;1009310	1008245;1010012	-;-	12142	152688
PF3D7_1024000	Pf3D7_10_v3	1014459	1016982	+	2524	7034
PF3D7_1024100	Pf3D7_10_v3	1016823	1020866	-	4044	41188
PF3D7_1024200	Pf3D7_10_v3	1020895	1022060	-	1166	3986
PF3D7_1024300	Pf3D7_10_v3	1022202	1023132	+	931	2787
PF3D7_1024400	Pf3D7_10_v3;Pf3D7_10_v3	1023189;1023507	1023350;1025165	-;-	1821	8383
PF3D7_1024500	Pf3D7_10_v3	1025576	1027071	+	1496	4985
PF3D7_1024600	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1026920;1027340;1027487;1027683;1028160;1028741	1027175;1027384;1027591;1027895;1028423;1029574	-;-;-;-;-;-	1717	6794
PF3D7_1024700	Pf3D7_10_v3	1029659	1031835	+	2177	9184
PF3D7_1024800	Pf3D7_10_v3	1032432	1040157	+	7726	72519
PF3D7_1024900	Pf3D7_10_v3	1039937	1045239	-	5303	23894
PF3D7_1025000	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1045271;1045805;1046029;1048200;1049120;1049371;1049615	1045685;1045918;1048019;1048595;1049243;1049464;1051309	-;-;-;-;-;-;-	4829	15104
PF3D7_1025100	Pf3D7_10_v3	1051357	1055540	+	4184	22427
PF3D7_1025200	Pf3D7_10_v3	1055678	1057237	-	1560	12314
PF3D7_1025300	Pf3D7_10_v3	1057640	1060718	-	3079	13612
PF3D7_1025400	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1060944;1061727;1063645;1064316;1064537;1064708;1065052;1065367;1065529;1065883;1066226;1066380;1066704	1061496;1063463;1064200;1064434;1064590;1064924;1065264;1065428;1065714;1066101;1066299;1066539;1067485	-;-;-;-;-;-;-;-;-;-;-;-;-	4932	44971
PF3D7_1025500	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1067652;1067864;1068666;1069091;1069340;1072623;1073670;1076337;1076704;1080080;1086382	1067737;1068381;1068925;1069239;1072451;1073540;1076174;1076552;1079526;1086185;1086992	-;-;-;-;-;-;-;-;-;-;-	17304	126355
PF3D7_1025600	Pf3D7_10_v3	1087985	1088417	+	433	1165
PF3D7_1025700	Pf3D7_10_v3	1088931	1089909	+	979	3448
PF3D7_1025800	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1089527;1090231;1090441	1090024;1090308;1090903	-;-;-	1039	1799
PF3D7_1025900	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1090935;1091649;1091841;1092057;1092311;1092450;1092794;1092959;1093122;1093556;1093803;1093988;1094146;1094416;1095037	1091471;1091687;1091948;1092128;1092349;1092701;1092859;1092997;1093451;1093700;1093897;1094053;1094241;1094787;1098006	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5226	29346
PF3D7_1026000	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1098008;1098806;1099751	1098640;1099579;1100175	-;-;-	1832	4393
PF3D7_1026100	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1101024;1102268;1102497;1102856;1103013	1102011;1102370;1102577;1102916;1103427	+;+;+;+;+	1648	2697
PF3D7_1026200	Pf3D7_10_v3	1103231	1105245	-	2015	12194
PF3D7_1026300	Pf3D7_10_v3;Pf3D7_10_v3	1105482;1106054	1105815;1109722	+;+	4003	17713
PF3D7_1026400	Pf3D7_10_v3	1109794	1111976	-	2183	17455
PF3D7_1026500	Pf3D7_10_v3;Pf3D7_10_v3	1112098;1113159	1112639;1113190	-;-	574	1259
PF3D7_1026600	Pf3D7_10_v3;Pf3D7_10_v3	1113232;1119126	1118902;1119224	-;-	5770	67818
PF3D7_1026800	Pf3D7_10_v3;Pf3D7_10_v3	1121930;1123309	1123024;1124959	+;+	2746	9495
PF3D7_1026900	Pf3D7_10_v3	1125283	1126167	+	885	5833
PF3D7_1027000	Pf3D7_10_v3	1126277	1132406	-	6130	34987
PF3D7_1027100	Pf3D7_10_v3	1133359	1136667	-	3309	17106
PF3D7_1027200	Pf3D7_10_v3	1136887	1140020	+	3134	12936
PF3D7_1027300	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1139669;1141902;1142584	1141506;1142146;1144013	-;-;-	3513	13825
PF3D7_1027400	Pf3D7_10_v3;Pf3D7_10_v3	1145400;1146547	1146107;1147484	-;-	1646	5186
PF3D7_1027500	Pf3D7_10_v3;Pf3D7_10_v3	1147866;1148168	1148038;1148213	+;+	219	1437
PF3D7_1027600	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1148267;1148869;1149049;1149273;1149408;1149561;1149720;1149891;1150126	1148687;1148961;1149173;1149335;1149468;1149644;1149760;1150019;1150490	-;-;-;-;-;-;-;-;-	1382	4311
PF3D7_1027700	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1150507;1150663;1150932;1150932;1151061;1151061;1151349;1151349;1151667;1151671	1150782;1150782;1150975;1150975;1151138;1151138;1151459;1151463;1151853;1152207	-;-;-;-;-;-;-;-;-;-	1054	2044
PF3D7_1027800	Pf3D7_10_v3	1153081	1155488	-	2408	11904
PF3D7_1027900	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1156648;1156804;1156960;1157269;1157446;1157685;1157889;1158208;1158514;1158686;1158882	1156701;1156848;1157050;1157340;1157505;1157745;1157934;1158398;1158586;1158751;1158980	+;+;+;+;+;+;+;+;+;+;+	858	2687
PF3D7_1028000	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1159580;1160240;1160636;1161027;1161375;1161551;1161765;1162116;1162465;1162648;1162802;1162973;1163279	1160074;1160444;1160867;1161238;1161438;1161666;1161988;1162333;1162525;1162713;1162857;1163113;1163736	+;+;+;+;+;+;+;+;+;+;+;+;+	2548	6332
PF3D7_1028100	Pf3D7_10_v3	1163786	1165615	+	1830	6951
PF3D7_1028200	Pf3D7_10_v3	1165685	1167543	-	1859	8201
